,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Name,BG_staticGird_StructuredLight_100_afterMirror,BG_staticGird_StructuredLight_100_offDome,BG_staticGird_StructuredLight_100_beforeMirror,BG_staticGird_StructuredLight_100_afterMirror,BG_staticGird_StructuredLight_100_offDome,BG_staticGird_StructuredLight_100_beforeMirror,BG_staticGird_StructuredLight_100_afterMirror,BG_staticGird_StructuredLight,RB_staticGird_StructuredLight,RG_staticGird_StructuredLight,B_staticGird_StructuredLight_100,G_staticGird_StructuredLight_100,BG_staticGird_StructuredLight_100_offDome,BG_staticGird_StructuredLight_100_beforeMirror,BG_staticGird_StructuredLight_100_afterMirror
Date,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014
Time,15:18pm,15:12pm,15:16pm,15:18pm,15:12pm,15:16pm,15:18pm,14:47pm,14:53pm,14:59pm,15:08pm,15:11pm,15:12pm,15:16pm,15:18pm
T_int [ms],6913,6515,24,6913,6515,24,6913,10293,16749,11365,8916,6340,6515,24,6913
725 nm,1.28550E-06,6.57171E-07,2.09374E-04,1.28550E-06,6.57171E-07,2.09374E-04,1.28550E-06,5.71336E-07,5.73751E-08,4.19113E-07,9.54904E-08,4.07741E-07,6.57171E-07,2.09374E-04,1.28550E-06
726 nm,8.40620E-07,6.42264E-07,1.98888E-04,8.40620E-07,6.42264E-07,1.98888E-04,8.40620E-07,2.03199E-07,5.43818E-08,5.67476E-07,1.45765E-07,1.04729E-06,6.42264E-07,1.98888E-04,8.40620E-07
727 nm,1.13269E-06,1.29489E-06,1.95769E-04,1.13269E-06,1.29489E-06,1.95769E-04,1.13269E-06,7.94568E-07,2.37794E-08,2.05464E-07,2.22326E-08,1.08585E-06,1.29489E-06,1.95769E-04,1.13269E-06
728 nm,8.04381E-07,8.97300E-07,1.92866E-04,8.04381E-07,8.97300E-07,1.92866E-04,8.04381E-07,1.73098E-07,7.53833E-08,6.83971E-07,0.00000E+00,1.02094E-06,8.97300E-07,1.92866E-04,8.04381E-07
729 nm,1.01322E-06,7.11379E-07,1.89627E-04,1.01322E-06,7.11379E-07,1.89627E-04,1.01322E-06,4.10577E-07,0.00000E+00,3.77928E-07,2.31461E-07,9.65940E-07,7.11379E-07,1.89627E-04,1.01322E-06
730 nm,1.59498E-06,8.74108E-07,1.70250E-04,1.59498E-06,8.74108E-07,1.70250E-04,1.59498E-06,3.92475E-07,1.66157E-07,2.75449E-07,7.76445E-08,7.86261E-07,8.74108E-07,1.70250E-04,1.59498E-06
731 nm,8.95200E-07,4.59655E-07,1.63443E-04,8.95200E-07,4.59655E-07,1.63443E-04,8.95200E-07,4.36727E-07,8.99783E-08,4.40749E-07,1.21897E-07,1.20345E-06,4.59655E-07,1.63443E-04,8.95200E-07
732 nm,8.84554E-07,7.81897E-07,1.70145E-04,8.84554E-07,7.81897E-07,1.70145E-04,8.84554E-07,2.43205E-07,1.54811E-07,4.44290E-07,0.00000E+00,7.38480E-07,7.81897E-07,1.70145E-04,8.84554E-07
733 nm,1.13586E-06,8.61556E-07,1.71623E-04,1.13586E-06,8.61556E-07,1.71623E-04,1.13586E-06,4.66484E-07,1.11266E-07,3.34718E-07,0.00000E+00,5.73226E-07,8.61556E-07,1.71623E-04,1.13586E-06
734 nm,3.81197E-07,5.53151E-07,1.78927E-04,3.81197E-07,5.53151E-07,1.78927E-04,3.81197E-07,4.49228E-07,7.65599E-08,2.99542E-07,1.27242E-07,8.53604E-07,5.53151E-07,1.78927E-04,3.81197E-07
735 nm,5.44354E-07,3.51911E-07,1.77619E-04,5.44354E-07,3.51911E-07,1.77619E-04,5.44354E-07,3.92358E-07,1.56478E-07,3.49729E-07,0.00000E+00,5.47839E-07,3.51911E-07,1.77619E-04,5.44354E-07
736 nm,6.91497E-07,7.93523E-07,1.46006E-04,6.91497E-07,7.93523E-07,1.46006E-04,6.91497E-07,4.75507E-07,0.00000E+00,2.90960E-07,1.67951E-07,5.11586E-07,7.93523E-07,1.46006E-04,6.91497E-07
737 nm,9.84297E-07,1.05898E-06,1.39476E-04,9.84297E-07,1.05898E-06,1.39476E-04,9.84297E-07,1.06404E-07,2.08799E-09,4.61515E-07,2.01719E-07,1.08549E-06,1.05898E-06,1.39476E-04,9.84297E-07
738 nm,4.73767E-07,8.96165E-07,1.41678E-04,4.73767E-07,8.96165E-07,1.41678E-04,4.73767E-07,9.23143E-08,4.21191E-09,1.31907E-07,0.00000E+00,3.46516E-07,8.96165E-07,1.41678E-04,4.73767E-07
739 nm,5.10306E-07,7.03021E-07,1.36984E-04,5.10306E-07,7.03021E-07,1.36984E-04,5.10306E-07,3.89983E-07,2.94662E-08,3.84106E-07,9.29615E-10,6.73599E-07,7.03021E-07,1.36984E-04,5.10306E-07
740 nm,1.54983E-07,6.76431E-07,1.42221E-04,1.54983E-07,6.76431E-07,1.42221E-04,1.54983E-07,4.11430E-07,1.70194E-07,3.79943E-07,0.00000E+00,9.59680E-07,6.76431E-07,1.42221E-04,1.54983E-07
741 nm,6.78590E-07,3.74450E-07,1.43123E-04,6.78590E-07,3.74450E-07,1.43123E-04,6.78590E-07,2.87272E-07,0.00000E+00,1.87796E-07,9.94970E-08,4.86830E-07,3.74450E-07,1.43123E-04,6.78590E-07
742 nm,8.64019E-07,3.27491E-07,1.33327E-04,8.64019E-07,3.27491E-07,1.33327E-04,8.64019E-07,3.95673E-07,0.00000E+00,3.83569E-07,6.70779E-08,4.31594E-07,3.27491E-07,1.33327E-04,8.64019E-07
743 nm,8.47656E-07,6.83827E-07,1.26483E-04,8.47656E-07,6.83827E-07,1.26483E-04,8.47656E-07,4.07530E-07,3.00674E-07,2.07632E-07,3.11047E-07,1.12164E-07,6.83827E-07,1.26483E-04,8.47656E-07
744 nm,9.00571E-07,4.23358E-07,1.16950E-04,9.00571E-07,4.23358E-07,1.16950E-04,9.00571E-07,3.80334E-07,2.30161E-09,2.13882E-07,5.22766E-08,7.58605E-07,4.23358E-07,1.16950E-04,9.00571E-07
745 nm,5.43802E-07,6.93639E-07,1.22574E-04,5.43802E-07,6.93639E-07,1.22574E-04,5.43802E-07,3.64292E-07,1.44207E-07,1.26467E-07,0.00000E+00,2.29979E-07,6.93639E-07,1.22574E-04,5.43802E-07
746 nm,5.54373E-07,3.44682E-07,1.19432E-04,5.54373E-07,3.44682E-07,1.19432E-04,5.54373E-07,6.04039E-07,9.47299E-09,4.38189E-07,8.02565E-08,1.01796E-06,3.44682E-07,1.19432E-04,5.54373E-07
747 nm,4.01980E-07,1.19270E-06,1.22034E-04,4.01980E-07,1.19270E-06,1.22034E-04,4.01980E-07,4.03414E-07,7.03199E-10,1.91020E-07,1.59590E-07,7.13514E-07,1.19270E-06,1.22034E-04,4.01980E-07
748 nm,2.63309E-07,7.86543E-08,1.20186E-04,2.63309E-07,7.86543E-08,1.20186E-04,2.63309E-07,5.62035E-07,3.73640E-09,4.05442E-07,1.04124E-07,8.74594E-07,7.86543E-08,1.20186E-04,2.63309E-07
749 nm,4.94542E-07,4.53523E-07,1.11639E-04,4.94542E-07,4.53523E-07,1.11639E-04,4.94542E-07,1.21332E-07,3.22827E-08,6.10302E-07,0.00000E+00,4.51064E-07,4.53523E-07,1.11639E-04,4.94542E-07
750 nm,3.19830E-07,5.56691E-07,1.09725E-04,3.19830E-07,5.56691E-07,1.09725E-04,3.19830E-07,4.47123E-07,4.11750E-08,2.48089E-07,1.11416E-07,4.36289E-07,5.56691E-07,1.09725E-04,3.19830E-07
751 nm,5.94599E-07,1.24353E-07,1.25619E-04,5.94599E-07,1.24353E-07,1.25619E-04,5.94599E-07,1.75940E-07,1.74905E-08,1.16893E-07,0.00000E+00,0.00000E+00,1.24353E-07,1.25619E-04,5.94599E-07
752 nm,4.92344E-07,5.08733E-07,7.74350E-05,4.92344E-07,5.08733E-07,7.74350E-05,4.92344E-07,2.46585E-07,1.38163E-08,1.66988E-07,3.85640E-09,4.11053E-07,5.08733E-07,7.74350E-05,4.92344E-07
753 nm,6.12976E-07,2.65159E-07,1.03033E-04,6.12976E-07,2.65159E-07,1.03033E-04,6.12976E-07,2.99007E-07,7.32623E-08,6.30814E-08,2.80966E-09,7.35201E-07,2.65159E-07,1.03033E-04,6.12976E-07
754 nm,5.68326E-07,3.12594E-07,8.29318E-05,5.68326E-07,3.12594E-07,8.29318E-05,5.68326E-07,3.67263E-07,1.10997E-08,2.12442E-07,0.00000E+00,2.58941E-07,3.12594E-07,8.29318E-05,5.68326E-07
755 nm,4.44157E-07,3.69407E-07,1.02413E-04,4.44157E-07,3.69407E-07,1.02413E-04,4.44157E-07,4.81442E-08,1.29445E-09,2.46651E-07,7.84036E-08,4.44274E-07,3.69407E-07,1.02413E-04,4.44157E-07
756 nm,8.07572E-07,4.67470E-07,7.48896E-05,8.07572E-07,4.67470E-07,7.48896E-05,8.07572E-07,4.82759E-07,4.56209E-08,2.47262E-07,8.41241E-08,5.03898E-07,4.67470E-07,7.48896E-05,8.07572E-07
757 nm,5.07898E-07,8.37239E-07,7.27899E-05,5.07898E-07,8.37239E-07,7.27899E-05,5.07898E-07,3.64207E-08,0.00000E+00,2.08764E-07,1.83160E-07,2.64290E-07,8.37239E-07,7.27899E-05,5.07898E-07
758 nm,5.80115E-07,2.36635E-07,7.63752E-05,5.80115E-07,2.36635E-07,7.63752E-05,5.80115E-07,7.08266E-08,2.23772E-07,6.62552E-08,0.00000E+00,4.54043E-07,2.36635E-07,7.63752E-05,5.80115E-07
759 nm,1.06937E-06,1.04584E-07,8.78588E-05,1.06937E-06,1.04584E-07,8.78588E-05,1.06937E-06,2.54662E-07,1.71978E-08,2.36397E-07,1.02936E-07,3.40356E-08,1.04584E-07,8.78588E-05,1.06937E-06
760 nm,4.10776E-07,1.25916E-07,7.89259E-05,4.10776E-07,1.25916E-07,7.89259E-05,4.10776E-07,4.04745E-07,8.03893E-08,3.05406E-07,2.63079E-08,1.71244E-07,1.25916E-07,7.89259E-05,4.10776E-07
761 nm,7.88507E-07,1.19701E-07,8.23491E-05,7.88507E-07,1.19701E-07,8.23491E-05,7.88507E-07,2.72999E-07,1.90379E-08,2.30909E-07,6.26944E-08,6.83026E-07,1.19701E-07,8.23491E-05,7.88507E-07
762 nm,8.20081E-07,5.66109E-08,7.61001E-05,8.20081E-07,5.66109E-08,7.61001E-05,8.20081E-07,3.17133E-07,7.38832E-08,1.24449E-07,1.08106E-07,4.40771E-07,5.66109E-08,7.61001E-05,8.20081E-07
763 nm,7.94624E-07,4.23665E-08,7.26066E-05,7.94624E-07,4.23665E-08,7.26066E-05,7.94624E-07,0.00000E+00,1.49760E-07,1.29298E-07,1.71334E-07,4.48598E-07,4.23665E-08,7.26066E-05,7.94624E-07
764 nm,6.61443E-07,2.46449E-07,6.99804E-05,6.61443E-07,2.46449E-07,6.99804E-05,6.61443E-07,1.38110E-07,0.00000E+00,0.00000E+00,1.93455E-07,2.30236E-07,2.46449E-07,6.99804E-05,6.61443E-07
765 nm,0.00000E+00,5.66320E-07,7.78264E-05,0.00000E+00,5.66320E-07,7.78264E-05,0.00000E+00,3.51003E-07,1.08217E-07,1.68226E-08,8.32327E-08,6.55744E-07,5.66320E-07,7.78264E-05,0.00000E+00
766 nm,3.53317E-07,5.29608E-07,4.99110E-05,3.53317E-07,5.29608E-07,4.99110E-05,3.53317E-07,6.48764E-08,4.53969E-08,2.11986E-09,0.00000E+00,0.00000E+00,5.29608E-07,4.99110E-05,3.53317E-07
767 nm,6.77904E-07,2.01640E-08,6.38700E-05,6.77904E-07,2.01640E-08,6.38700E-05,6.77904E-07,4.25467E-08,1.28726E-10,1.85728E-10,3.92978E-07,5.00813E-07,2.01640E-08,6.38700E-05,6.77904E-07
768 nm,4.59582E-07,3.87590E-07,5.92831E-05,4.59582E-07,3.87590E-07,5.92831E-05,4.59582E-07,7.83989E-08,9.50813E-09,3.26030E-07,0.00000E+00,4.81876E-07,3.87590E-07,5.92831E-05,4.59582E-07
769 nm,2.73081E-07,2.95660E-07,6.44432E-05,2.73081E-07,2.95660E-07,6.44432E-05,2.73081E-07,4.86850E-07,1.64187E-07,3.91516E-07,6.48943E-08,3.09200E-07,2.95660E-07,6.44432E-05,2.73081E-07
770 nm,2.66576E-07,3.45342E-07,4.24591E-05,2.66576E-07,3.45342E-07,4.24591E-05,2.66576E-07,1.17970E-07,1.30244E-07,4.63953E-08,0.00000E+00,4.53637E-08,3.45342E-07,4.24591E-05,2.66576E-07
771 nm,5.76589E-07,6.58955E-10,6.31679E-05,5.76589E-07,6.58955E-10,6.31679E-05,5.76589E-07,0.00000E+00,2.66594E-07,4.34969E-10,0.00000E+00,2.42084E-07,6.58955E-10,6.31679E-05,5.76589E-07
772 nm,7.33708E-07,6.76928E-08,4.77871E-05,7.33708E-07,6.76928E-08,4.77871E-05,7.33708E-07,0.00000E+00,1.73048E-08,1.10186E-07,1.29940E-07,2.76170E-07,6.76928E-08,4.77871E-05,7.33708E-07
773 nm,4.01721E-08,1.45432E-07,5.50797E-05,4.01721E-08,1.45432E-07,5.50797E-05,4.01721E-08,5.71934E-08,1.17268E-07,2.18785E-07,4.07593E-07,4.42141E-07,1.45432E-07,5.50797E-05,4.01721E-08
774 nm,4.06434E-07,0.00000E+00,5.64092E-05,4.06434E-07,0.00000E+00,5.64092E-05,4.06434E-07,8.93883E-08,0.00000E+00,1.87896E-07,1.54659E-07,1.12156E-07,0.00000E+00,5.64092E-05,4.06434E-07
775 nm,7.94336E-07,1.05698E-10,3.51393E-05,7.94336E-07,1.05698E-10,3.51393E-05,7.94336E-07,0.00000E+00,2.17934E-08,3.19172E-07,0.00000E+00,2.45278E-10,1.05698E-10,3.51393E-05,7.94336E-07
776 nm,3.21932E-07,3.97273E-07,5.04114E-05,3.21932E-07,3.97273E-07,5.04114E-05,3.21932E-07,2.20684E-07,9.74331E-08,6.78278E-08,4.26719E-07,4.07582E-10,3.97273E-07,5.04114E-05,3.21932E-07
777 nm,0.00000E+00,5.21185E-07,5.40536E-05,0.00000E+00,5.21185E-07,5.40536E-05,0.00000E+00,0.00000E+00,2.16779E-07,3.24619E-07,6.41799E-08,0.00000E+00,5.21185E-07,5.40536E-05,0.00000E+00
778 nm,0.00000E+00,2.81409E-08,4.68074E-05,0.00000E+00,2.81409E-08,4.68074E-05,0.00000E+00,3.05083E-07,1.00782E-07,3.21714E-07,6.61021E-07,3.26371E-07,2.81409E-08,4.68074E-05,0.00000E+00
779 nm,5.13619E-07,6.28725E-07,5.63935E-05,5.13619E-07,6.28725E-07,5.63935E-05,5.13619E-07,0.00000E+00,0.00000E+00,6.82686E-08,1.13605E-07,1.64345E-10,6.28725E-07,5.63935E-05,5.13619E-07
780 nm,4.47882E-07,2.23829E-07,5.53978E-05,4.47882E-07,2.23829E-07,5.53978E-05,4.47882E-07,1.63805E-07,2.19885E-09,9.22282E-08,1.29490E-07,2.57607E-07,2.23829E-07,5.53978E-05,4.47882E-07
