,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Name,green_100,green_90,green_80,green_70,green_60,green_50,green_40,green_30,green_20,green_10,green_0,uv_100,uv_90,uv_80,uv_70,uv_60,UV_50,uv_40,uv_30,uv_20,uv_10,uv_0
Date,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015
Time,08:54am,08:54am,08:55am,08:57am,08:58am,08:59am,09:00am,09:01am,09:02am,09:04am,09:06am,09:08am,09:09am,09:09am,09:10am,09:11am,09:13am,09:14am,09:15am,09:17am,09:19am,09:20am
T_int [ms],4564,7968,8263,9653,10937,12166,14348,17708,21220,24683,28764,10105,11535,12819,14198,16307,19902,24007,26646,28978,29131,31228
680 nm,3.28216E-06,2.95191E-06,2.72916E-06,2.38938E-06,2.07632E-06,1.63625E-06,1.54988E-06,1.23757E-06,7.39114E-07,7.27090E-07,6.23151E-08,1.12277E-07,5.84903E-08,1.88447E-07,1.24350E-07,1.53021E-07,3.44811E-07,8.14235E-08,8.07967E-08,2.11499E-08,5.42524E-08,0.00000E+00
681 nm,3.23487E-06,3.23022E-06,2.78480E-06,2.65658E-06,2.04110E-06,1.91906E-06,1.37046E-06,9.98955E-07,8.25351E-07,3.88209E-07,1.35032E-07,1.07586E-07,2.78095E-07,5.40557E-08,1.15208E-07,3.26809E-07,1.30610E-07,2.71915E-07,9.59549E-08,1.03961E-07,2.54465E-07,0.00000E+00
682 nm,3.26003E-06,2.91060E-06,2.79496E-06,2.12081E-06,1.97080E-06,1.71205E-06,1.55207E-06,1.22943E-06,7.20652E-07,4.55316E-07,2.00810E-07,1.84031E-07,1.51319E-07,2.24323E-07,9.30385E-08,0.00000E+00,3.39693E-07,1.64029E-07,3.29213E-08,9.13454E-08,2.00446E-07,3.61499E-08
683 nm,3.31313E-06,2.74556E-06,2.20158E-06,1.83867E-06,1.69570E-06,1.67322E-06,1.10858E-06,9.88237E-07,7.43578E-07,4.65625E-07,1.82325E-08,8.80244E-09,1.89510E-07,1.36874E-07,2.72759E-07,6.31075E-08,1.98388E-07,2.72926E-07,2.22685E-07,1.21580E-07,8.55432E-08,2.61425E-08
684 nm,2.82932E-06,2.66226E-06,2.34393E-06,2.28884E-06,1.80677E-06,1.60065E-06,1.20639E-06,9.84210E-07,6.93006E-07,4.64407E-07,1.46024E-07,1.87571E-07,0.00000E+00,4.11684E-09,2.34293E-07,1.78471E-07,1.55128E-07,1.12767E-08,1.69331E-07,1.90623E-07,3.46425E-08,1.41304E-07
685 nm,3.17173E-06,2.51370E-06,2.41409E-06,2.03852E-06,1.68920E-06,1.50640E-06,1.36710E-06,9.82042E-07,7.65724E-07,3.07168E-07,1.69626E-07,1.78549E-07,1.12742E-07,1.50899E-07,1.93385E-07,0.00000E+00,5.00854E-08,3.07836E-08,5.77237E-08,1.28792E-07,2.59270E-07,2.58097E-08
686 nm,3.05483E-06,2.52006E-06,2.51836E-06,1.88847E-06,1.58746E-06,1.68979E-06,1.17637E-06,9.95628E-07,8.25114E-07,3.99884E-07,3.39085E-07,9.58131E-08,9.18700E-08,1.02278E-07,2.77335E-07,2.31946E-07,3.22533E-07,3.42529E-07,2.12932E-07,8.72348E-08,6.58391E-08,1.90231E-07
687 nm,2.96595E-06,2.53360E-06,2.08818E-06,2.30169E-06,1.89897E-06,1.52210E-06,1.18131E-06,9.64584E-07,7.27198E-07,4.92218E-07,3.39132E-07,1.46148E-07,2.23218E-07,1.47408E-07,2.11464E-07,5.60610E-08,2.87114E-07,7.73684E-08,1.88050E-07,2.66276E-07,1.88642E-07,1.33413E-07
688 nm,2.92497E-06,2.13492E-06,2.37129E-06,1.76422E-06,1.95884E-06,1.49752E-06,1.26663E-06,1.18025E-06,6.68223E-07,5.43747E-07,1.73782E-07,2.52133E-07,3.07170E-07,1.03402E-07,2.88481E-07,3.18786E-07,1.92747E-07,1.25911E-07,2.65621E-07,1.21270E-07,3.35020E-07,2.62837E-07
689 nm,2.07670E-06,2.99901E-06,2.20506E-06,2.25832E-06,1.46587E-06,1.24655E-06,1.12387E-06,1.04990E-06,6.18880E-07,4.17751E-07,3.05893E-07,1.98405E-07,1.25293E-07,0.00000E+00,3.04135E-07,5.05244E-08,2.55037E-07,2.22930E-08,1.51296E-07,2.31178E-07,2.28859E-07,0.00000E+00
690 nm,2.58942E-06,2.27584E-06,2.11219E-06,1.85308E-06,1.68540E-06,1.52152E-06,1.27102E-06,9.09998E-07,7.38393E-07,4.72450E-07,1.06220E-07,7.88965E-08,1.46736E-07,3.50849E-08,5.70185E-08,2.31376E-07,5.18325E-08,1.19104E-07,2.06513E-07,6.97342E-08,2.31747E-08,2.54831E-08
691 nm,2.29017E-06,2.31142E-06,2.06035E-06,2.04856E-06,1.59344E-06,1.29257E-06,8.21419E-07,8.24142E-07,5.76932E-07,3.48035E-07,1.73564E-07,1.46451E-07,6.30600E-09,1.28463E-07,9.00950E-08,7.39065E-08,2.19077E-07,5.92160E-08,4.96559E-10,2.45325E-07,7.79416E-09,2.09245E-07
692 nm,2.66538E-06,2.20926E-06,1.82875E-06,1.90740E-06,1.57491E-06,1.23616E-06,1.17159E-06,9.38487E-07,6.67609E-07,3.14267E-07,3.49223E-07,3.04209E-08,2.05151E-07,1.57367E-07,2.69442E-07,1.42247E-07,4.78886E-10,1.72915E-08,3.33086E-07,4.91245E-08,3.13481E-07,8.02347E-08
693 nm,2.51480E-06,2.16668E-06,1.89397E-06,2.01210E-06,1.44513E-06,1.39907E-06,1.08085E-06,7.25626E-07,5.97144E-07,5.99188E-07,2.39429E-07,3.01558E-07,3.47794E-09,3.27675E-07,1.36417E-07,1.51215E-08,1.52989E-07,3.27645E-08,0.00000E+00,1.65219E-07,2.18823E-07,2.86004E-07
694 nm,2.62494E-06,2.32855E-06,2.11650E-06,1.91359E-06,1.57103E-06,1.25744E-06,1.09409E-06,8.66520E-07,4.37594E-07,4.17263E-07,1.95843E-07,1.13045E-07,9.83000E-08,2.62662E-07,0.00000E+00,1.04299E-07,1.27045E-07,2.65607E-07,8.52740E-08,1.14128E-07,1.20053E-07,1.46582E-07
695 nm,1.85744E-06,1.73135E-06,1.59992E-06,1.54523E-06,1.13575E-06,1.14800E-06,1.02244E-06,8.85500E-07,5.86148E-07,4.97393E-07,4.76981E-08,1.03773E-07,0.00000E+00,1.68007E-07,1.79270E-09,2.17711E-07,1.08873E-07,7.24028E-08,7.33197E-08,2.19101E-08,2.37202E-07,1.05182E-07
696 nm,2.74328E-06,2.20883E-06,1.73651E-06,1.42133E-06,1.03541E-06,9.92519E-07,7.66873E-07,6.41610E-07,5.08605E-07,4.52365E-07,3.16321E-09,1.13176E-07,1.87881E-07,1.20224E-07,0.00000E+00,1.93498E-08,0.00000E+00,7.29310E-08,4.13737E-08,9.16051E-08,1.50600E-07,9.33771E-09
697 nm,2.28790E-06,1.74063E-06,1.62449E-06,1.43676E-06,1.28628E-06,1.20772E-06,8.00924E-07,8.12509E-07,5.70003E-07,2.95664E-07,9.55175E-08,2.18720E-09,6.04604E-08,0.00000E+00,0.00000E+00,4.75053E-09,1.86770E-07,1.04236E-07,3.81011E-09,3.05750E-08,5.51198E-08,6.85114E-08
698 nm,1.90726E-06,1.68320E-06,1.80904E-06,1.70939E-06,1.32209E-06,1.11735E-06,1.05579E-06,6.41131E-07,4.73747E-07,1.64564E-07,1.59818E-07,5.57445E-08,8.25709E-08,1.05171E-07,7.12930E-08,1.94810E-08,9.91746E-08,7.49093E-08,3.53410E-08,4.46350E-08,8.85094E-08,8.10269E-08
699 nm,2.42756E-06,1.92793E-06,1.75863E-06,1.31727E-06,1.34078E-06,9.66464E-07,7.09802E-07,5.08633E-07,3.02978E-07,2.60564E-07,0.00000E+00,1.49794E-07,5.35400E-10,9.04289E-08,3.15899E-07,3.12262E-07,1.04343E-07,7.23543E-08,0.00000E+00,1.41796E-08,2.94978E-08,3.92839E-08
700 nm,1.15250E-06,1.70497E-06,1.45286E-06,1.64672E-06,1.07132E-06,7.45377E-07,7.63762E-07,6.20525E-07,5.02762E-07,3.76847E-07,3.79668E-08,2.75623E-07,2.61193E-07,8.60548E-08,1.51242E-07,4.38014E-08,1.79150E-07,3.99087E-08,1.53523E-07,5.27009E-08,5.47971E-08,2.90813E-09
701 nm,1.59055E-06,1.96884E-06,1.64504E-06,1.59052E-06,1.16925E-06,1.18513E-06,6.79997E-07,6.72487E-07,4.39442E-07,2.72721E-07,1.49660E-07,1.10738E-07,0.00000E+00,1.36450E-07,1.53025E-07,4.11188E-08,9.54273E-08,9.57189E-08,4.72980E-08,1.37304E-07,7.31899E-08,8.00364E-08
702 nm,1.74443E-06,1.73924E-06,1.61792E-06,1.32955E-06,1.11923E-06,1.02544E-06,8.98957E-07,6.55529E-07,5.79976E-07,3.33751E-07,2.28877E-07,1.42881E-07,5.13823E-08,0.00000E+00,1.07359E-07,5.02986E-08,1.16325E-07,3.23046E-08,8.57673E-08,4.35753E-08,8.63855E-08,1.17066E-07
703 nm,1.92935E-06,1.29563E-06,1.34568E-06,1.52876E-06,1.07515E-06,1.12778E-06,6.22397E-07,5.03380E-07,5.01437E-07,2.47894E-07,2.46211E-07,0.00000E+00,2.28432E-07,1.72958E-08,1.05012E-07,0.00000E+00,1.77694E-07,4.10123E-08,4.79035E-08,7.76105E-08,8.95877E-08,1.30240E-07
704 nm,2.06254E-06,1.77994E-06,1.55094E-06,1.61776E-06,1.34842E-06,9.64674E-07,8.43497E-07,5.38054E-07,5.38493E-07,5.07040E-07,2.18231E-07,1.15230E-07,3.18005E-07,2.80123E-07,2.14254E-07,3.48051E-07,1.87425E-07,3.63895E-07,2.70100E-07,1.13307E-07,1.95378E-07,1.75168E-07
705 nm,1.88190E-06,1.50555E-06,1.58759E-06,1.48919E-06,1.31842E-06,9.45046E-07,8.90531E-07,1.02933E-06,6.30447E-07,5.82051E-07,4.19288E-07,1.16351E-07,7.80214E-08,4.74963E-07,2.27825E-07,5.26332E-07,2.98525E-07,2.79428E-07,5.32360E-07,3.69727E-07,3.34796E-07,4.63449E-07
706 nm,1.94822E-06,1.89294E-06,1.63496E-06,1.57052E-06,1.28583E-06,1.05218E-06,9.01231E-07,7.53083E-07,7.75719E-07,7.48560E-07,6.45868E-07,4.21020E-07,3.22891E-07,1.90786E-07,2.62975E-07,5.96266E-07,4.12270E-07,3.90610E-07,5.40086E-07,6.09779E-07,4.13123E-07,3.96440E-07
707 nm,2.44141E-06,2.01028E-06,1.44124E-06,1.65656E-06,1.72164E-06,1.45738E-06,1.23616E-06,1.12024E-06,1.13081E-06,6.35542E-07,6.06495E-07,4.34157E-07,6.57379E-07,8.07387E-07,7.25724E-07,8.30501E-07,4.76609E-07,6.86867E-07,5.35383E-07,7.03701E-07,5.84761E-07,6.53321E-07
708 nm,2.22820E-06,2.30297E-06,1.95597E-06,1.72597E-06,1.70865E-06,1.31059E-06,1.17952E-06,1.15500E-06,1.03185E-06,7.35864E-07,7.42939E-07,5.83913E-07,3.92147E-07,5.73851E-07,7.77647E-07,5.39626E-07,4.02791E-07,6.87442E-07,5.37364E-07,7.15598E-07,5.73488E-07,5.81196E-07
709 nm,1.90434E-06,1.89635E-06,1.50926E-06,1.67640E-06,1.29855E-06,1.06248E-06,1.19962E-06,8.11179E-07,8.27085E-07,6.43150E-07,6.31863E-07,5.57797E-07,8.31122E-07,5.12445E-07,5.80143E-07,3.85604E-07,7.68824E-07,5.65986E-07,5.73565E-07,2.72773E-07,3.73760E-07,5.85131E-07
710 nm,1.90277E-06,1.82869E-06,1.71783E-06,1.57996E-06,1.48327E-06,1.17700E-06,1.15487E-06,8.31434E-07,8.80646E-07,6.29911E-07,5.17879E-07,6.39308E-07,8.23559E-07,6.18222E-07,4.76060E-07,6.76884E-07,6.55557E-07,7.61957E-07,4.61196E-07,5.17844E-07,3.85574E-07,6.68445E-07
711 nm,2.02070E-06,1.71950E-06,1.18120E-06,1.51582E-06,1.33521E-06,1.15948E-06,1.04699E-06,8.41139E-07,8.10769E-07,6.10821E-07,5.49803E-07,4.34149E-07,3.20623E-07,4.41037E-07,5.74218E-07,6.10891E-07,4.51698E-07,4.84417E-07,4.06786E-07,5.34938E-07,5.30454E-07,3.86403E-07
712 nm,1.61023E-06,1.56500E-06,1.60163E-06,1.35620E-06,1.26298E-06,8.15183E-07,1.03667E-06,1.17458E-06,8.22451E-07,6.78956E-07,5.52851E-07,6.46034E-07,4.53812E-07,3.29010E-07,3.71018E-07,6.37222E-07,5.11240E-07,5.78162E-07,5.04808E-07,3.75521E-07,3.66651E-07,4.67894E-07
713 nm,1.65093E-06,1.97081E-06,1.34448E-06,1.29389E-06,1.25771E-06,9.77603E-07,1.10725E-06,6.73328E-07,9.39831E-07,4.40216E-07,3.56587E-07,2.40802E-07,4.60862E-07,2.01635E-07,9.61225E-08,4.36161E-07,4.29465E-07,3.03877E-07,3.59169E-07,5.75814E-07,5.52141E-07,4.83430E-07
714 nm,1.40759E-06,1.55384E-06,1.21719E-06,1.42478E-06,1.11673E-06,1.04577E-06,8.93148E-07,7.79239E-07,5.78331E-07,4.86390E-07,2.85459E-07,1.91635E-07,3.46412E-07,5.88587E-08,1.97241E-07,1.00128E-07,3.07894E-07,2.38839E-07,3.77628E-07,1.05897E-08,2.33634E-07,1.68715E-07
715 nm,9.97105E-07,1.56972E-06,1.06042E-06,1.13295E-06,1.01911E-06,6.18955E-07,6.73873E-07,3.86418E-07,5.92543E-07,1.88151E-07,3.47965E-08,1.59053E-07,8.21852E-08,1.97128E-07,1.06432E-07,4.52705E-07,1.19871E-07,2.26427E-07,1.06592E-07,1.29567E-08,1.89855E-07,2.99266E-07
716 nm,1.46793E-06,1.25984E-06,1.31278E-06,9.52614E-07,1.01762E-06,6.37731E-07,6.77036E-07,4.31742E-07,3.74752E-07,3.05845E-07,2.54114E-07,3.52525E-07,0.00000E+00,1.07136E-07,2.18995E-07,2.06977E-07,1.54841E-07,1.31770E-07,1.73447E-08,1.69860E-07,1.37273E-07,0.00000E+00
717 nm,1.34522E-06,7.86868E-07,8.13734E-07,7.63498E-07,7.37722E-07,8.20788E-07,5.89673E-07,4.42189E-07,5.48561E-07,1.22751E-07,5.90190E-08,6.77417E-08,8.94735E-08,2.74259E-07,2.76969E-07,2.44890E-08,3.18238E-07,0.00000E+00,0.00000E+00,1.07698E-07,1.19525E-07,5.97458E-08
718 nm,4.80101E-07,1.13450E-06,1.04922E-06,1.23095E-06,7.70306E-07,3.67208E-07,5.84482E-07,3.97063E-07,3.59967E-07,8.77934E-08,1.30227E-07,8.54658E-08,1.58838E-07,7.54442E-08,1.96965E-07,1.11473E-07,0.00000E+00,1.54193E-07,1.04848E-07,1.45129E-07,0.00000E+00,1.00330E-07
719 nm,1.23575E-06,1.35774E-06,1.20987E-06,9.62276E-07,5.57422E-07,4.95146E-07,3.26439E-07,4.12201E-07,3.35742E-07,3.13711E-07,6.92032E-08,6.12205E-08,1.23661E-07,2.32675E-07,1.79165E-08,1.52072E-07,6.72009E-09,1.39628E-08,0.00000E+00,8.44863E-08,9.27005E-09,9.10455E-08
720 nm,1.06906E-06,5.36728E-07,9.16260E-07,8.42207E-07,8.85968E-07,5.75200E-07,6.16420E-07,3.10757E-07,5.79334E-07,2.12946E-07,1.07102E-07,0.00000E+00,2.52223E-07,4.73990E-08,2.64216E-08,8.04653E-08,3.23948E-08,2.22331E-07,6.42402E-09,0.00000E+00,8.35067E-09,1.37867E-07
721 nm,1.04718E-06,7.01721E-07,7.86665E-07,9.89407E-07,8.46620E-07,8.17830E-07,2.72401E-07,4.04724E-07,2.82845E-07,2.87399E-07,8.88071E-09,2.08897E-07,8.01793E-08,2.34736E-07,0.00000E+00,1.12833E-07,1.13995E-07,1.50587E-07,0.00000E+00,1.94904E-07,0.00000E+00,8.48588E-09
722 nm,1.81309E-06,1.31104E-06,8.91378E-07,6.16544E-07,4.42491E-07,0.00000E+00,6.12969E-07,3.70959E-07,4.64679E-07,6.33510E-08,1.12079E-07,4.42899E-09,6.27787E-07,0.00000E+00,1.30978E-07,3.69616E-09,0.00000E+00,3.33774E-08,1.44096E-07,2.62359E-08,3.40829E-10,1.45865E-07
723 nm,8.75451E-07,8.37117E-07,9.59558E-07,6.23268E-07,5.43514E-07,7.32152E-07,2.46316E-07,3.99691E-07,1.51012E-07,1.15474E-07,1.07127E-07,2.27702E-07,0.00000E+00,6.19275E-09,1.33885E-07,2.43444E-07,3.16252E-09,0.00000E+00,0.00000E+00,3.43588E-08,0.00000E+00,1.33792E-08
724 nm,1.16678E-06,8.24523E-07,1.08912E-06,7.66062E-07,6.87547E-07,3.16454E-07,5.29204E-07,1.96159E-07,2.52382E-07,2.32056E-07,1.50924E-07,1.53851E-07,2.66381E-07,0.00000E+00,3.93254E-08,5.12607E-08,0.00000E+00,3.52798E-08,8.26994E-08,3.49995E-08,6.44581E-08,1.11463E-07
725 nm,1.29006E-06,1.06748E-06,8.06550E-07,6.53401E-07,5.60977E-07,6.35057E-07,3.04270E-07,2.93935E-07,1.05263E-07,3.50134E-08,1.44390E-07,4.19620E-08,3.20586E-07,5.01550E-09,0.00000E+00,7.00687E-09,0.00000E+00,1.38302E-08,1.35368E-07,1.04544E-07,0.00000E+00,6.22017E-08
726 nm,7.86984E-07,7.89266E-07,7.50047E-07,3.11176E-07,8.80182E-07,6.58417E-07,6.98192E-07,3.47469E-07,3.67215E-07,1.47076E-07,7.36116E-08,2.01887E-07,3.13618E-11,7.59244E-10,5.42206E-08,9.51390E-10,1.24027E-11,1.61525E-10,2.39616E-11,5.42478E-08,2.39000E-07,2.10056E-10
727 nm,9.10757E-07,1.47551E-06,5.77189E-07,5.24914E-07,6.42470E-07,4.60053E-07,5.99178E-07,3.28579E-07,2.42110E-07,1.39217E-07,1.28308E-07,0.00000E+00,1.90086E-07,1.29455E-07,8.78836E-09,1.81645E-07,1.91433E-08,0.00000E+00,8.10032E-08,5.83816E-08,8.02670E-08,0.00000E+00
728 nm,4.82461E-07,1.06040E-06,7.56627E-07,9.41068E-07,5.77831E-07,2.73323E-07,1.03284E-07,4.13405E-07,1.12137E-07,1.72335E-07,0.00000E+00,1.22924E-07,2.45286E-07,0.00000E+00,1.33787E-07,5.71858E-08,1.06451E-07,4.67766E-08,2.75445E-08,3.05928E-08,1.65984E-07,4.31454E-08
729 nm,1.10065E-06,8.11907E-07,4.75690E-07,7.81475E-07,4.25413E-07,7.68034E-07,7.19980E-07,3.48331E-07,4.29973E-09,9.27482E-12,0.00000E+00,1.42841E-07,2.13095E-07,0.00000E+00,4.92577E-08,7.97493E-08,2.33817E-07,7.71436E-09,0.00000E+00,1.23735E-07,7.04210E-08,2.08585E-08
730 nm,5.51818E-07,7.73110E-07,8.30868E-07,2.93834E-07,7.59856E-07,2.89408E-07,3.48907E-07,4.43018E-07,2.51352E-07,2.92263E-07,2.50599E-07,3.93684E-08,7.95123E-08,7.37502E-08,2.55602E-07,2.76829E-07,2.84389E-07,1.27167E-07,1.10372E-07,2.71375E-09,1.79765E-07,6.63216E-08
731 nm,7.40779E-07,7.29481E-07,5.44756E-07,6.44082E-07,3.90066E-07,3.12364E-07,3.53723E-07,2.16368E-07,3.24170E-07,1.39356E-08,2.92162E-07,0.00000E+00,2.37830E-08,1.75188E-09,7.98710E-08,2.18790E-08,0.00000E+00,3.73354E-08,0.00000E+00,3.39207E-09,3.82975E-08,2.49774E-07
732 nm,8.02311E-07,5.40480E-07,7.63330E-07,6.99183E-07,6.09242E-07,4.40979E-07,3.12287E-07,1.41992E-07,2.55702E-07,3.46180E-08,1.15795E-07,4.32532E-08,9.06652E-08,9.00561E-09,3.94418E-08,0.00000E+00,0.00000E+00,8.66478E-08,3.68037E-08,0.00000E+00,6.32120E-08,3.04816E-08
733 nm,5.77586E-07,6.97490E-07,4.08972E-07,2.74032E-07,5.19141E-07,3.53971E-07,4.91390E-07,5.56672E-07,5.64583E-08,0.00000E+00,0.00000E+00,1.47417E-07,7.14627E-08,1.15406E-07,5.76922E-09,5.12544E-08,2.97135E-07,1.48532E-08,1.68873E-07,4.58151E-08,6.48927E-08,0.00000E+00
734 nm,7.04890E-07,7.17063E-07,5.12541E-07,5.60456E-07,4.23425E-07,4.80885E-08,3.92894E-08,1.12338E-07,0.00000E+00,3.52444E-07,2.21065E-07,3.34874E-08,3.43566E-07,0.00000E+00,5.10339E-08,1.90582E-07,1.77869E-08,1.64138E-07,1.80792E-07,1.78961E-08,0.00000E+00,3.81298E-11
735 nm,4.48197E-07,7.04962E-07,5.68282E-07,4.63915E-07,5.17712E-07,3.33723E-07,6.78131E-07,4.01211E-07,6.13949E-08,0.00000E+00,0.00000E+00,1.44282E-07,0.00000E+00,4.91458E-07,1.02354E-07,0.00000E+00,7.79775E-08,0.00000E+00,1.64513E-08,1.01909E-07,6.55194E-08,0.00000E+00
736 nm,8.71936E-07,7.29815E-07,6.11984E-07,7.03921E-07,7.24865E-07,3.28337E-07,1.34811E-07,2.87541E-07,9.41192E-08,2.19666E-07,3.84629E-08,1.18740E-07,1.12335E-07,2.50845E-07,2.40711E-07,7.57704E-08,0.00000E+00,1.03169E-07,1.78770E-07,2.66884E-08,4.33023E-08,2.27813E-08
737 nm,6.05951E-07,7.40638E-07,4.30884E-07,9.06720E-07,5.54189E-07,4.95500E-07,5.26436E-07,2.80565E-07,1.15290E-07,2.20740E-07,1.41300E-07,1.43621E-07,0.00000E+00,6.23061E-08,8.28658E-08,2.86095E-07,2.75454E-09,5.65356E-08,1.29553E-07,1.66424E-07,1.20261E-07,1.22120E-07
738 nm,5.03911E-07,1.04180E-06,3.65996E-07,7.13817E-07,3.49533E-07,2.43536E-07,2.83489E-07,2.12738E-07,0.00000E+00,1.78479E-07,8.63220E-09,0.00000E+00,7.80634E-08,2.58364E-07,0.00000E+00,0.00000E+00,5.33821E-08,6.74367E-08,5.28712E-08,1.91770E-08,0.00000E+00,3.71927E-09
739 nm,7.35890E-07,1.03139E-07,9.27985E-07,2.35412E-07,4.14731E-07,8.91479E-07,3.31996E-07,3.76237E-07,2.31128E-07,1.90642E-07,3.93234E-08,1.19723E-07,2.03045E-08,1.42519E-07,5.22992E-08,3.18331E-07,1.44560E-08,3.90472E-09,2.60344E-07,7.13359E-08,1.67137E-07,1.81506E-07
740 nm,3.99704E-07,9.74136E-07,4.79349E-07,8.08326E-07,3.67510E-07,3.30788E-07,5.27685E-07,2.10008E-07,4.85174E-08,4.20678E-08,1.27901E-07,1.95203E-07,1.23038E-07,2.09600E-08,5.25513E-08,2.53014E-08,0.00000E+00,9.27271E-08,1.20614E-07,1.10910E-07,1.25783E-08,1.54280E-07
741 nm,5.82213E-07,7.90523E-07,2.16007E-07,5.72651E-07,4.87557E-07,4.74716E-07,4.01141E-07,2.93565E-07,2.26489E-07,2.26939E-07,2.39643E-07,1.16976E-07,1.52923E-07,2.40420E-08,2.08522E-07,1.93595E-07,1.49481E-07,9.02140E-08,0.00000E+00,1.52754E-07,1.18979E-07,7.10191E-08
742 nm,1.06533E-06,4.79243E-07,3.44268E-07,8.18174E-07,3.97708E-07,4.46901E-07,2.66316E-07,1.58527E-08,1.91327E-07,4.86948E-08,2.37122E-07,7.44772E-10,2.91342E-08,1.25958E-07,1.26914E-07,3.37836E-07,9.59097E-08,3.82804E-08,3.35264E-07,2.42417E-08,8.24939E-08,1.72963E-07
743 nm,1.68991E-07,6.27321E-07,6.31240E-07,2.99251E-07,1.53197E-08,6.33467E-07,3.89735E-07,4.23380E-07,1.50193E-07,3.18268E-08,2.49596E-07,1.01173E-08,6.19810E-08,1.95794E-07,1.22068E-07,9.52745E-08,4.79597E-08,1.10537E-07,0.00000E+00,2.84287E-08,2.64482E-07,6.08557E-10
744 nm,1.01579E-06,8.42336E-07,4.87658E-07,7.14931E-07,2.72211E-07,3.02248E-07,2.08383E-07,3.80935E-08,2.73994E-08,2.09910E-07,0.00000E+00,1.94124E-07,0.00000E+00,8.00371E-08,2.25086E-08,2.17738E-07,1.02877E-07,7.22011E-09,1.50985E-07,3.04627E-07,0.00000E+00,5.59141E-08
745 nm,8.85928E-07,7.77961E-07,4.53376E-07,5.70444E-07,2.00432E-07,3.17440E-07,5.59921E-07,1.58852E-07,7.18144E-08,0.00000E+00,7.98463E-08,2.61417E-07,1.52284E-07,2.53740E-07,1.64421E-07,3.17789E-08,1.20254E-07,0.00000E+00,8.05312E-08,2.49526E-07,3.04317E-09,5.52136E-08
746 nm,7.59727E-07,4.41902E-07,3.39548E-07,6.87363E-07,4.86933E-07,1.58625E-07,2.99663E-07,1.93494E-07,9.60302E-08,7.05558E-09,1.42905E-07,3.37760E-07,4.15641E-08,1.94337E-08,3.24275E-08,2.24895E-08,1.14798E-07,1.87349E-07,2.18147E-08,3.82429E-08,4.03499E-10,0.00000E+00
747 nm,7.74680E-07,3.77678E-07,2.99989E-08,4.08763E-07,0.00000E+00,5.23511E-07,9.61131E-08,2.90853E-07,3.55469E-07,2.16606E-09,3.06899E-09,0.00000E+00,1.38355E-07,0.00000E+00,1.54007E-07,5.89199E-09,2.03994E-07,0.00000E+00,7.49697E-08,5.36033E-09,1.81006E-09,3.52177E-07
748 nm,4.23288E-07,5.97482E-07,4.38847E-07,2.25660E-07,3.03665E-07,1.56094E-07,3.19088E-07,6.11597E-08,3.45534E-08,1.83289E-07,1.59334E-07,7.96255E-09,4.63322E-07,1.79490E-07,2.12081E-07,8.18501E-08,3.58453E-08,2.76106E-08,0.00000E+00,4.07787E-08,5.00840E-08,1.81062E-07
749 nm,2.85313E-08,5.91196E-07,1.10884E-07,4.99487E-07,2.89243E-07,1.52798E-07,5.26404E-07,3.22653E-08,1.39311E-07,1.15941E-07,1.08293E-07,8.71366E-09,0.00000E+00,3.67765E-07,0.00000E+00,0.00000E+00,6.29536E-08,3.53774E-07,1.03741E-07,1.17208E-07,0.00000E+00,0.00000E+00
750 nm,6.91051E-07,5.08234E-07,4.47015E-07,3.83996E-07,2.69757E-07,3.02605E-07,1.20741E-07,3.65327E-07,1.16835E-07,1.01056E-07,0.00000E+00,2.28465E-08,1.16279E-07,0.00000E+00,4.27772E-07,3.53683E-08,0.00000E+00,1.46574E-07,2.14494E-08,2.64739E-07,1.66030E-07,8.49654E-09
751 nm,8.48479E-07,5.00138E-07,0.00000E+00,3.34877E-07,3.49913E-07,4.56455E-07,3.25654E-07,3.10980E-07,1.76874E-07,0.00000E+00,2.40587E-07,4.04435E-11,0.00000E+00,2.60836E-07,0.00000E+00,1.74490E-08,8.80438E-09,1.18468E-07,1.20465E-09,9.22094E-08,1.50437E-07,9.64093E-09
752 nm,4.38151E-07,9.28969E-07,7.18575E-08,1.20180E-07,1.73144E-08,2.71949E-07,1.88248E-07,7.69922E-08,2.23773E-08,1.64840E-07,4.89376E-08,0.00000E+00,8.50030E-08,0.00000E+00,6.45888E-08,2.06313E-08,1.76460E-07,2.41533E-07,8.24058E-08,1.66129E-08,5.41737E-08,2.07776E-07
753 nm,5.68904E-07,1.05915E-07,3.05137E-07,1.27273E-07,2.74916E-07,2.63315E-07,1.59840E-07,4.27705E-07,3.02723E-07,2.33826E-07,2.66377E-07,8.45096E-08,1.29765E-07,1.60133E-07,7.64426E-08,0.00000E+00,0.00000E+00,9.34636E-08,5.73036E-08,0.00000E+00,1.08422E-07,1.19797E-09
